constructorResultsId,raceId,constructorId,points,status,year
14596,880,208,26.0,\N,2013
14597,880,6,30.0,\N,2013
14598,880,9,23.0,\N,2013
14599,880,131,10.0,\N,2013
14600,880,10,10.0,\N,2013
14601,880,1,2.0,\N,2013
14602,880,5,0.0,\N,2013
14603,880,15,0.0,\N,2013
14604,880,3,0.0,\N,2013
14605,880,206,0.0,\N,2013
14606,880,207,0.0,\N,2013
14607,881,9,43.0,\N,2013
14608,881,131,27.0,\N,2013
14609,881,6,10.0,\N,2013
14610,881,208,14.0,\N,2013
14611,881,15,4.0,\N,2013
14612,881,1,2.0,\N,2013
14613,881,5,1.0,\N,2013
14614,881,3,0.0,\N,2013
14615,881,206,0.0,\N,2013
14616,881,207,0.0,\N,2013
14617,881,10,0.0,\N,2013
14618,882,6,33.0,\N,2013
14619,882,208,20.0,\N,2013
14620,882,131,15.0,\N,2013
14621,882,9,12.0,\N,2013
14622,882,1,10.0,\N,2013
14623,882,5,6.0,\N,2013
14624,882,10,4.0,\N,2013
14625,882,15,1.0,\N,2013
14626,882,3,0.0,\N,2013
14627,882,206,0.0,\N,2013
14628,882,207,0.0,\N,2013
14629,883,9,31.0,\N,2013
14630,883,208,33.0,\N,2013
14631,883,10,12.0,\N,2013
14632,883,131,12.0,\N,2013
14633,883,1,9.0,\N,2013
14634,883,6,4.0,\N,2013
14635,883,3,0.0,\N,2013
14636,883,15,0.0,\N,2013
14637,883,5,0.0,\N,2013
14638,883,207,0.0,\N,2013
14639,883,206,0.0,\N,2013
14640,884,6,40.0,\N,2013
14641,884,208,18.0,\N,2013
14642,884,9,22.0,\N,2013
14643,884,131,8.0,\N,2013
14644,884,10,6.0,\N,2013
14645,884,1,6.0,\N,2013
14646,884,5,1.0,\N,2013
14647,884,15,0.0,\N,2013
14648,884,3,0.0,\N,2013
14649,884,207,0.0,\N,2013
14650,884,206,0.0,\N,2013
14651,885,131,37.0,\N,2013
14652,885,9,33.0,\N,2013
14653,885,10,12.0,\N,2013
14654,885,1,8.0,\N,2013
14655,885,6,6.0,\N,2013
14656,885,5,4.0,\N,2013
14657,885,208,1.0,\N,2013
14658,885,15,0.0,\N,2013
14659,885,3,0.0,\N,2013
14660,885,206,0.0,\N,2013
14661,885,207,0.0,\N,2013
14662,886,9,37.0,\N,2013
14663,886,6,22.0,\N,2013
14664,886,131,25.0,\N,2013
14665,886,5,8.0,\N,2013
14666,886,10,7.0,\N,2013
14667,886,208,2.0,\N,2013
14668,886,1,0.0,\N,2013
14669,886,3,0.0,\N,2013
14670,886,206,0.0,\N,2013
14671,886,207,0.0,\N,2013
14672,886,15,0.0,\N,2013
14673,887,131,37.0,\N,2013
14674,887,9,18.0,\N,2013
14675,887,6,23.0,\N,2013
14676,887,208,10.0,\N,2013
14677,887,10,8.0,\N,2013
14678,887,5,4.0,\N,2013
14679,887,15,1.0,\N,2013
14680,887,3,0.0,\N,2013
14681,887,1,0.0,\N,2013
14682,887,207,0.0,\N,2013
14683,887,206,0.0,\N,2013
14684,888,9,31.0,\N,2013
14685,888,208,33.0,\N,2013
14686,888,6,12.0,\N,2013
14687,888,131,12.0,\N,2013
14688,888,1,12.0,\N,2013
14689,888,15,1.0,\N,2013
14690,888,10,0.0,\N,2013
14691,888,5,0.0,\N,2013
14692,888,3,0.0,\N,2013
14693,888,207,0.0,\N,2013
14694,888,206,0.0,\N,2013
14695,890,131,25.0,\N,2013
14696,890,208,26.0,\N,2013
14697,890,9,27.0,\N,2013
14698,890,6,14.0,\N,2013
14699,890,1,8.0,\N,2013
14700,890,3,1.0,\N,2013
14701,890,15,0.0,\N,2013
14702,890,5,0.0,\N,2013
14703,890,207,0.0,\N,2013
14704,890,206,0.0,\N,2013
14705,890,10,0.0,\N,2013
14706,891,9,35.0,\N,2013
14707,891,6,24.0,\N,2013
14708,891,131,27.0,\N,2013
14709,891,1,8.0,\N,2013
14710,891,208,4.0,\N,2013
14711,891,10,2.0,\N,2013
14712,891,5,1.0,\N,2013
14713,891,15,0.0,\N,2013
14714,891,3,0.0,\N,2013
14715,891,207,0.0,\N,2013
14716,891,206,0.0,\N,2013
14717,892,9,40.0,\N,2013
14718,892,6,30.0,\N,2013
14719,892,15,10.0,\N,2013
14720,892,131,10.0,\N,2013
14721,892,5,6.0,\N,2013
14722,892,208,4.0,\N,2013
14723,892,1,1.0,\N,2013
14724,892,3,0.0,\N,2013
14725,892,10,0.0,\N,2013
14726,892,207,0.0,\N,2013
14727,892,206,0.0,\N,2013
14728,893,9,25.0,\N,2013
14729,893,6,26.0,\N,2013
14730,893,208,15.0,\N,2013
14731,893,131,22.0,\N,2013
14732,893,1,10.0,\N,2013
14733,893,15,2.0,\N,2013
14734,893,10,1.0,\N,2013
14735,893,3,0.0,\N,2013
14736,893,5,0.0,\N,2013
14737,893,207,0.0,\N,2013
14738,893,206,0.0,\N,2013
14739,894,9,25.0,\N,2013
14740,894,208,33.0,\N,2013
14741,894,15,12.0,\N,2013
14742,894,131,16.0,\N,2013
14743,894,6,10.0,\N,2013
14744,894,1,5.0,\N,2013
14745,894,3,0.0,\N,2013
14746,894,207,0.0,\N,2013
14747,894,206,0.0,\N,2013
14748,894,5,0.0,\N,2013
14749,894,10,0.0,\N,2013
14750,895,9,43.0,\N,2013
14751,895,208,25.0,\N,2013
14752,895,6,13.0,\N,2013
14753,895,15,14.0,\N,2013
14754,895,131,4.0,\N,2013
14755,895,1,2.0,\N,2013
14756,895,10,0.0,\N,2013
14757,895,5,0.0,\N,2013
14758,895,3,0.0,\N,2013
14759,895,207,0.0,\N,2013
14760,895,206,0.0,\N,2013
14761,896,9,25.0,\N,2013
14762,896,131,26.0,\N,2013
14763,896,208,21.0,\N,2013
14764,896,6,12.0,\N,2013
14765,896,1,10.0,\N,2013
14766,896,10,6.0,\N,2013
14767,896,5,1.0,\N,2013
14768,896,3,0.0,\N,2013
14769,896,15,0.0,\N,2013
14770,896,206,0.0,\N,2013
14771,896,207,0.0,\N,2013
14772,897,9,43.0,\N,2013
14773,897,131,21.0,\N,2013
14774,897,208,12.0,\N,2013
14775,897,6,14.0,\N,2013
14776,897,10,9.0,\N,2013
14777,897,1,2.0,\N,2013
14778,897,3,0.0,\N,2013
14779,897,15,0.0,\N,2013
14780,897,5,0.0,\N,2013
14781,897,207,0.0,\N,2013
14782,897,206,0.0,\N,2013
14783,898,9,40.0,\N,2013
14784,898,208,18.0,\N,2013
14785,898,131,14.0,\N,2013
14786,898,6,10.0,\N,2013
14787,898,15,8.0,\N,2013
14788,898,1,7.0,\N,2013
14789,898,3,4.0,\N,2013
14790,898,5,0.0,\N,2013
14791,898,10,0.0,\N,2013
14792,898,206,0.0,\N,2013
14793,898,207,0.0,\N,2013
14794,899,9,43.0,\N,2013
14795,899,6,21.0,\N,2013
14796,899,1,20.0,\N,2013
14797,899,131,12.0,\N,2013
14798,899,15,4.0,\N,2013
14799,899,5,1.0,\N,2013
14800,899,10,0.0,\N,2013
14801,899,208,0.0,\N,2013
14802,899,3,0.0,\N,2013
14803,899,206,0.0,\N,2013
14804,899,207,0.0,\N,2013
14808,900,131,25.0,\N,2014
14809,900,9,0.0,\N,2014
14810,900,1,33.0,\N,2014
14811,900,6,18.0,\N,2014
14812,900,3,10.0,\N,2014
14813,900,10,9.0,\N,2014
14814,900,5,6.0,\N,2014
14815,900,15,0.0,\N,2014
14816,900,206,0.0,\N,2014
14817,900,208,0.0,\N,2014
14818,900,207,0.0,\N,2014
14819,901,131,43.0,\N,2014
14820,901,9,15.0,\N,2014
14821,901,6,12.0,\N,2014
14822,901,10,10.0,\N,2014
14823,901,1,10.0,\N,2014
14824,901,3,10.0,\N,2014
14825,901,5,1.0,\N,2014
14826,901,208,0.0,\N,2014
14827,901,207,0.0,\N,2014
14828,901,206,0.0,\N,2014
14829,901,15,0.0,\N,2014
14830,902,131,43.0,\N,2014
14831,902,10,25.0,\N,2014
14832,902,9,20.0,\N,2014
14833,902,3,10.0,\N,2014
14834,902,6,3.0,\N,2014
14835,902,5,0.0,\N,2014
14836,902,208,0.0,\N,2014
14837,902,206,0.0,\N,2014
14838,902,207,0.0,\N,2014
14839,902,1,0.0,\N,2014
14840,902,15,0.0,\N,2014
14841,903,131,43.0,\N,2014
14842,903,6,19.0,\N,2014
14843,903,9,22.0,\N,2014
14844,903,10,10.0,\N,2014
14845,903,3,6.0,\N,2014
14846,903,5,1.0,\N,2014
14847,903,1,0.0,\N,2014
14848,903,208,0.0,\N,2014
14849,903,15,0.0,\N,2014
14850,903,207,0.0,\N,2014
14851,903,206,0.0,\N,2014
15820,1007,9,25.0,\N,2018
14853,904,131,43.0,\N,2014
14854,904,9,27.0,\N,2014
14855,904,3,10.0,\N,2014
14856,904,6,14.0,\N,2014
14857,904,208,4.0,\N,2014
14858,904,10,3.0,\N,2014
14859,904,1,0.0,\N,2014
14860,904,5,0.0,\N,2014
14861,904,15,0.0,\N,2014
14862,904,206,0.0,\N,2014
14863,904,207,0.0,\N,2014
14864,905,131,43.0,\N,2014
14865,905,9,15.0,\N,2014
14866,905,6,12.0,\N,2014
14867,905,10,10.0,\N,2014
14868,905,1,9.0,\N,2014
14869,905,3,6.0,\N,2014
14870,905,208,4.0,\N,2014
14871,905,206,2.0,\N,2014
14872,905,207,0.0,\N,2014
14873,905,15,0.0,\N,2014
14874,905,5,0.0,\N,2014
14875,906,9,40.0,\N,2014
14876,906,131,18.0,\N,2014
14877,906,1,14.0,\N,2014
14878,906,10,10.0,\N,2014
14879,906,6,9.0,\N,2014
14880,906,3,6.0,\N,2014
14881,906,5,4.0,\N,2014
14882,906,15,0.0,\N,2014
14883,906,208,0.0,\N,2014
14884,906,207,0.0,\N,2014
14885,906,206,0.0,\N,2014
14886,907,131,43.0,\N,2014
14887,907,3,27.0,\N,2014
14888,907,6,11.0,\N,2014
14889,907,10,10.0,\N,2014
14890,907,1,6.0,\N,2014
14891,907,9,4.0,\N,2014
14892,907,208,0.0,\N,2014
14893,907,15,0.0,\N,2014
14894,907,206,0.0,\N,2014
14895,907,207,0.0,\N,2014
14896,907,5,0.0,\N,2014
14897,908,131,25.0,\N,2014
14898,908,3,18.0,\N,2014
14899,908,9,25.0,\N,2014
14900,908,1,18.0,\N,2014
14901,908,6,8.0,\N,2014
14902,908,10,4.0,\N,2014
14903,908,5,3.0,\N,2014
14904,908,208,0.0,\N,2014
14905,908,15,0.0,\N,2014
14906,908,206,0.0,\N,2014
14907,908,207,0.0,\N,2014
14908,909,131,40.0,\N,2014
14909,909,3,18.0,\N,2014
14910,909,9,20.0,\N,2014
14911,909,6,10.0,\N,2014
14912,909,10,7.0,\N,2014
14913,909,1,6.0,\N,2014
14914,909,208,0.0,\N,2014
14915,909,5,0.0,\N,2014
14916,909,15,0.0,\N,2014
14917,909,206,0.0,\N,2014
14918,909,207,0.0,\N,2014
14919,910,9,31.0,\N,2014
14920,910,6,26.0,\N,2014
14921,910,131,27.0,\N,2014
14922,910,3,14.0,\N,2014
14923,910,5,2.0,\N,2014
14924,910,1,1.0,\N,2014
14925,910,15,0.0,\N,2014
14926,910,208,0.0,\N,2014
14927,910,206,0.0,\N,2014
14928,910,207,0.0,\N,2014
14929,910,10,0.0,\N,2014
14930,911,9,35.0,\N,2014
14931,911,131,18.0,\N,2014
14932,911,3,15.0,\N,2014
14933,911,6,18.0,\N,2014
14934,911,1,8.0,\N,2014
14935,911,10,5.0,\N,2014
14936,911,5,2.0,\N,2014
14937,911,15,0.0,\N,2014
14938,911,206,0.0,\N,2014
14939,911,207,0.0,\N,2014
14940,911,208,0.0,\N,2014
14941,912,131,43.0,\N,2014
14942,912,3,27.0,\N,2014
14943,912,9,18.0,\N,2014
14944,912,10,6.0,\N,2014
14945,912,1,5.0,\N,2014
14946,912,6,2.0,\N,2014
14947,912,5,0.0,\N,2014
14948,912,208,0.0,\N,2014
14949,912,15,0.0,\N,2014
14950,912,207,0.0,\N,2014
14951,912,206,0.0,\N,2014
14952,913,131,25.0,\N,2014
14953,913,9,33.0,\N,2014
14954,913,6,16.0,\N,2014
14955,913,3,10.0,\N,2014
14956,913,5,8.0,\N,2014
14957,913,10,8.0,\N,2014
14958,913,1,1.0,\N,2014
14959,913,208,0.0,\N,2014
14960,913,207,0.0,\N,2014
14961,913,206,0.0,\N,2014
14962,913,15,0.0,\N,2014
14963,914,131,43.0,\N,2014
14964,914,9,27.0,\N,2014
14965,914,1,10.0,\N,2014
14966,914,3,14.0,\N,2014
14967,914,10,5.0,\N,2014
14968,914,5,2.0,\N,2014
14969,914,6,0.0,\N,2014
14970,914,15,0.0,\N,2014
14971,914,208,0.0,\N,2014
14972,914,207,0.0,\N,2014
14973,914,206,0.0,\N,2014
14974,915,131,43.0,\N,2014
14975,915,3,15.0,\N,2014
14976,915,1,22.0,\N,2014
14977,915,6,10.0,\N,2014
14978,915,9,10.0,\N,2014
14979,915,10,1.0,\N,2014
14980,915,5,0.0,\N,2014
14981,915,15,0.0,\N,2014
14982,915,208,0.0,\N,2014
14983,915,207,0.0,\N,2014
14984,915,206,0.0,\N,2014
14987,916,131,43.0,\N,2014
14988,916,9,21.0,\N,2014
14989,916,3,22.0,\N,2014
14990,916,6,8.0,\N,2014
14991,916,1,4.0,\N,2014
14992,916,5,1.0,\N,2014
14993,916,208,2.0,\N,2014
14994,916,15,0.0,\N,2014
14995,916,10,0.0,\N,2014
14996,917,131,43.0,\N,2014
14997,917,3,16.0,\N,2014
14998,917,1,14.0,\N,2014
14999,917,9,10.0,\N,2014
15000,917,6,14.0,\N,2014
15001,917,10,4.0,\N,2014
15002,917,5,0.0,\N,2014
15003,917,208,0.0,\N,2014
15004,917,15,0.0,\N,2014
15005,918,131,50.0,\N,2014
15006,918,3,66.0,\N,2014
15007,918,9,32.0,\N,2014
15008,918,1,20.0,\N,2014
15009,918,10,28.0,\N,2014
15010,918,6,6.0,\N,2014
15011,918,5,0.0,\N,2014
15012,918,208,0.0,\N,2014
15013,918,15,0.0,\N,2014
15014,918,207,0.0,\N,2014
15821,1007,6,33.0,\N,2018
15015,926,131,43.0,\N,2015
15016,926,6,15.0,\N,2015
15017,926,3,12.0,\N,2015
15018,926,15,14.0,\N,2015
15019,926,9,8.0,\N,2015
15020,926,10,7.0,\N,2015
15021,926,5,2.0,\N,2015
15022,926,1,0.0,\N,2015
15023,926,208,0.0,\N,2015
15024,927,6,37.0,\N,2015
15025,927,131,33.0,\N,2015
15026,927,3,18.0,\N,2015
15027,927,5,10.0,\N,2015
15028,927,9,3.0,\N,2015
15029,927,208,0.0,\N,2015
15030,927,15,0.0,\N,2015
15031,927,10,0.0,\N,2015
15032,927,209,0.0,\N,2015
15033,927,1,0.0,\N,2015
15034,928,131,43.0,\N,2015
15035,928,6,27.0,\N,2015
15036,928,3,18.0,\N,2015
15037,928,208,6.0,\N,2015
15038,928,15,5.0,\N,2015
15039,928,9,2.0,\N,2015
15040,928,10,0.0,\N,2015
15041,928,1,0.0,\N,2015
15042,928,5,0.0,\N,2015
15043,928,209,0.0,\N,2015
15044,929,131,40.0,\N,2015
15045,929,6,28.0,\N,2015
15046,929,3,13.0,\N,2015
15047,929,9,10.0,\N,2015
15048,929,208,6.0,\N,2015
15049,929,10,4.0,\N,2015
15050,929,1,0.0,\N,2015
15051,929,15,0.0,\N,2015
15052,929,209,0.0,\N,2015
15053,929,5,0.0,\N,2015
15054,930,131,43.0,\N,2015
15055,930,6,25.0,\N,2015
15056,930,3,20.0,\N,2015
15057,930,9,7.0,\N,2015
15058,930,208,4.0,\N,2015
15059,930,5,2.0,\N,2015
15060,930,15,0.0,\N,2015
15061,930,10,0.0,\N,2015
15062,930,1,0.0,\N,2015
15063,930,209,0.0,\N,2015
15064,931,131,40.0,\N,2015
15065,931,6,26.0,\N,2015
15066,931,9,22.0,\N,2015
15067,931,10,6.0,\N,2015
15068,931,1,4.0,\N,2015
15069,931,15,2.0,\N,2015
15070,931,5,1.0,\N,2015
15071,931,208,0.0,\N,2015
15072,931,3,0.0,\N,2015
15073,931,209,0.0,\N,2015
15074,932,131,43.0,\N,2015
15075,932,3,23.0,\N,2015
15076,932,6,22.0,\N,2015
15077,932,208,7.0,\N,2015
15078,932,10,4.0,\N,2015
15079,932,9,2.0,\N,2015
15080,932,5,0.0,\N,2015
15081,932,15,0.0,\N,2015
15082,932,209,0.0,\N,2015
15083,932,1,0.0,\N,2015
15084,933,131,43.0,\N,2015
15085,933,3,25.0,\N,2015
15086,933,6,12.0,\N,2015
15087,933,10,10.0,\N,2015
15088,933,208,6.0,\N,2015
15089,933,5,4.0,\N,2015
15090,933,9,1.0,\N,2015
15091,933,15,0.0,\N,2015
15092,933,209,0.0,\N,2015
15093,933,1,0.0,\N,2015
15094,934,131,43.0,\N,2015
15095,934,6,19.0,\N,2015
15096,934,3,22.0,\N,2015
15097,934,9,8.0,\N,2015
15098,934,10,8.0,\N,2015
15099,934,1,1.0,\N,2015
15100,934,15,0.0,\N,2015
15101,934,209,0.0,\N,2015
15102,934,5,0.0,\N,2015
15103,934,208,0.0,\N,2015
15104,936,6,25.0,\N,2015
15105,936,9,33.0,\N,2015
15106,936,5,12.0,\N,2015
15107,936,1,12.0,\N,2015
15108,936,131,12.0,\N,2015
15109,936,208,6.0,\N,2015
15110,936,15,1.0,\N,2015
15111,936,3,0.0,\N,2015
15112,936,209,0.0,\N,2015
15113,936,10,0.0,\N,2015
15114,937,131,43.0,\N,2015
15115,937,208,15.0,\N,2015
15116,937,9,12.0,\N,2015
15117,937,10,10.0,\N,2015
15118,937,3,10.0,\N,2015
15119,937,6,6.0,\N,2015
15120,937,5,4.0,\N,2015
15121,937,15,1.0,\N,2015
15122,937,1,0.0,\N,2015
15123,937,206,0.0,\N,2015
15124,937,209,0.0,\N,2015
15125,938,131,25.0,\N,2015
15126,938,6,28.0,\N,2015
15127,938,3,27.0,\N,2015
15128,938,10,14.0,\N,2015
15129,938,9,5.0,\N,2015
15130,938,15,2.0,\N,2015
15131,938,5,0.0,\N,2015
15132,938,1,0.0,\N,2015
15133,938,209,0.0,\N,2015
15134,938,208,0.0,\N,2015
15135,939,6,40.0,\N,2015
15136,939,9,26.0,\N,2015
15137,939,131,12.0,\N,2015
15138,939,3,10.0,\N,2015
15139,939,10,6.0,\N,2015
15140,939,5,6.0,\N,2015
15141,939,15,1.0,\N,2015
15142,939,208,0.0,\N,2015
15143,939,209,0.0,\N,2015
15144,939,1,0.0,\N,2015
15145,940,131,43.0,\N,2015
15146,940,6,27.0,\N,2015
15147,940,3,10.0,\N,2015
15148,940,10,8.0,\N,2015
15149,940,208,10.0,\N,2015
15150,940,5,3.0,\N,2015
15151,940,1,0.0,\N,2015
15152,940,9,0.0,\N,2015
15153,940,15,0.0,\N,2015
15154,940,209,0.0,\N,2015
15155,941,131,25.0,\N,2015
15156,941,6,22.0,\N,2015
15157,941,10,15.0,\N,2015
15158,941,3,12.0,\N,2015
15159,941,9,10.0,\N,2015
15160,941,15,8.0,\N,2015
15161,941,208,6.0,\N,2015
15162,941,1,2.0,\N,2015
15163,941,5,1.0,\N,2015
15164,941,209,0.0,\N,2015
15165,941,206,0.0,\N,2015
15166,942,131,43.0,\N,2015
15167,942,6,15.0,\N,2015
15168,942,5,18.0,\N,2015
15169,942,10,10.0,\N,2015
15170,942,1,8.0,\N,2015
15171,942,208,4.0,\N,2015
15172,942,15,2.0,\N,2015
15173,942,9,1.0,\N,2015
15174,942,209,0.0,\N,2015
15175,942,3,0.0,\N,2015
15176,943,131,43.0,\N,2015
15177,943,3,23.0,\N,2015
15178,943,9,22.0,\N,2015
15179,943,10,10.0,\N,2015
15180,943,5,2.0,\N,2015
15181,943,208,1.0,\N,2015
15182,943,15,0.0,\N,2015
15183,943,1,0.0,\N,2015
15184,943,206,0.0,\N,2015
15185,943,6,0.0,\N,2015
15186,944,131,43.0,\N,2015
15187,944,6,27.0,\N,2015
15188,944,3,10.0,\N,2015
15189,944,10,8.0,\N,2015
15190,944,9,6.0,\N,2015
15191,944,208,5.0,\N,2015
15192,944,5,2.0,\N,2015
15193,944,15,0.0,\N,2015
15194,944,1,0.0,\N,2015
15195,944,209,0.0,\N,2015
15196,943,209,0.0,\N,2015
15197,945,131,43.0,\N,2015
15198,945,6,27.0,\N,2015
15199,945,10,16.0,\N,2015
15200,945,9,9.0,\N,2015
15201,945,3,4.0,\N,2015
15202,945,208,2.0,\N,2015
15203,945,5,0.0,\N,2015
15204,945,1,0.0,\N,2015
15205,945,15,0.0,\N,2015
15206,945,206,0.0,\N,2015
15207,945,209,0.0,\N,2015
15208,948,131,43.0,\N,2016
15209,948,6,15.0,\N,2016
15210,948,9,12.0,\N,2016
15211,948,3,14.0,\N,2016
15212,948,210,8.0,\N,2016
15213,948,10,6.0,\N,2016
15214,948,5,3.0,\N,2016
15215,948,4,0.0,\N,2016
15216,948,1,0.0,\N,2016
15217,948,15,0.0,\N,2016
15218,948,209,0.0,\N,2016
15219,949,131,40.0,\N,2016
15220,949,6,18.0,\N,2016
